title,company,location,salary_raw,posted,search_query,link,scraped_at
AI ML Engineer - Data & Analytics,The Hartford India,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/ai-ml-engineer-data-analytics-at-the-hartford-india-4408654729?position=29&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=rHKOcMs8ZiYCSmnYiHGN2w%3D%3D,2026-05-23 12:03
ML Engineer (Classical ML + GenAI),ThinkWise Consulting LLP,"Hyderabad, Telangana, India",Not disclosed,5 days ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/ml-engineer-classical-ml-%2B-genai-at-thinkwise-consulting-llp-4412248424?position=30&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=MjC%2BB7VwQbm5ohkYdP8fcg%3D%3D,2026-05-23 12:03
"Lead Data Scientist (Hyderabad, India)",Kline + Company,"Hyderabad, Telangana, India",Not disclosed,2 days ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/lead-data-scientist-hyderabad-india-at-kline-%2B-company-4417353884?position=31&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=Gv6KLpxWjNt%2FE8Av4wUdFw%3D%3D,2026-05-23 12:03
Data Scientist,EverestDX Inc,"Hyderabad, Telangana, India",Not disclosed,1 day ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/data-scientist-at-everestdx-inc-4416585152?position=32&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=yUpVNUmZesjpFQYjT%2Fk9qA%3D%3D,2026-05-23 12:03
Machine Learning Engineer,Grid Dynamics,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-grid-dynamics-4408992153?position=33&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=EJsEmGkc5hXAY7gIeuoOXw%3D%3D,2026-05-23 12:03
Gen AI Data Scientist - PAN INDIA,Tata Consultancy Services,"Hyderabad, Telangana, India",Not disclosed,2 days ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/gen-ai-data-scientist-pan-india-at-tata-consultancy-services-4416194280?position=34&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=%2BN1vQXIffupgSRsivRK0Rg%3D%3D,2026-05-23 12:03
Software Engineer,Microsoft,"Hyderabad, Telangana, India",Not disclosed,,data scientist Hyderabad,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4418120500?position=35&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=F7tXZLl3u8j25X0Sxt0srg%3D%3D,2026-05-23 12:03
Machine Learning Engineer,Deccan AI,"Hyderabad, Telangana, India",Not disclosed,1 week ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-deccan-ai-4412717566?position=36&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=LcI9ry8AMvN2nxyGZC9LEg%3D%3D,2026-05-23 12:03
Data scientist,Qualcomm,"Hyderabad, Telangana, India",Not disclosed,3 days ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/data-scientist-at-qualcomm-4405988595?position=37&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=e6N0RbwuFIYFmJpDhV8Ezw%3D%3D,2026-05-23 12:03
AI Application Development Manager,QualiZeal,"Hyderabad, Telangana, India",Not disclosed,4 days ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/ai-application-development-manager-at-qualizeal-4416228997?position=38&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=h%2FNbBxevm0g7WLVb3h%2BVeQ%3D%3D,2026-05-23 12:03
"Business Data Scientist, YouTube Trust and Safety",Google,"Hyderabad, Telangana, India",Not disclosed,1 week ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/business-data-scientist-youtube-trust-and-safety-at-google-4413532964?position=39&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=Mb6TNB5GkJKpNvZUxw1caA%3D%3D,2026-05-23 12:03
"Engineer- ML Model Development,Pytorch,Numphy",Qualcomm,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,data scientist Hyderabad,https://in.linkedin.com/jobs/view/engineer-ml-model-development-pytorch-numphy-at-qualcomm-4408670425?position=40&pageNum=0&refId=ZTaBVpIB6pZEwi3zBMWNaQ%3D%3D&trackingId=Vj7mXVEh0Fb3Fqz%2BI5A3bw%3D%3D,2026-05-23 12:03
"Analytics Engineer, India",DoorDash,"Hyderabad, Telangana, India",Not disclosed,5 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/analytics-engineer-india-at-doordash-4258376845?position=3&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=Q7JkOiFQA1YAGAOAFRCmMA%3D%3D,2026-05-23 12:03
"Data Analysts, ETL, SQL, Informatica",Infosys,"Hyderabad, Telangana, India",Not disclosed,,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397228196?position=4&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=JuiXqFz%2FZjnxr51wFP589w%3D%3D,2026-05-23 12:03
Data & BI Engineer,Health Catalyst,"Hyderabad, Telangana, India",Not disclosed,3 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-bi-engineer-at-health-catalyst-4415796587?position=6&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=OHNmMc%2F%2FQCih%2FEU%2F1FQsVg%3D%3D,2026-05-23 12:03
Cslt-Business Intelligence,Verizon,"Hyderabad, Telangana, India",Not disclosed,3 weeks ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/cslt-business-intelligence-at-verizon-4409193247?position=7&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=BTnlYD%2FzFlYMjkQSzRY6Sg%3D%3D,2026-05-23 12:03
Data Analyst,Creditsafe Technology,"Hyderabad, Telangana, India",Not disclosed,,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-analyst-at-creditsafe-technology-4414074812?position=10&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=VVAxtJhUzyk7%2FrYH15rNGg%3D%3D,2026-05-23 12:03
Software Engineer - AI and Data Platforms,Apple,"Hyderabad, Telangana, India",Not disclosed,1 week ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/software-engineer-ai-and-data-platforms-at-apple-4414154701?position=11&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=WJGFC6Sks3zXPjzwhO1NtQ%3D%3D,2026-05-23 12:03
Data Engineer,The HEINEKEN Company,"Hyderabad, Telangana, India",Not disclosed,2 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-engineer-at-the-heineken-company-4417329598?position=12&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=cmzsHRhBm908dao2sSJq9g%3D%3D,2026-05-23 12:03
Business Intelligence (BI) Administrator,Infosys,"Hyderabad, Telangana, India",Not disclosed,2 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-bi-administrator-at-infosys-4406924613?position=13&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=qBc5Jd2z1IUTT5J9nMM3VQ%3D%3D,2026-05-23 12:03
"Senior Engineer I, Data & Analytics",Invesco,"Hyderabad, Telangana, India",Not disclosed,3 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/senior-engineer-i-data-analytics-at-invesco-4416905570?position=14&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=H%2F3NIYprzZLMjUQo6l6S1g%3D%3D,2026-05-23 12:03
Data Analyst,hackajob,"Hyderabad, Telangana, India",Not disclosed,3 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-analyst-at-hackajob-4406237169?position=15&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=HtcFnX8haJY%2BW%2FHvLOSpwg%3D%3D,2026-05-23 12:03
Data Engineer,Capgemini,"Hyderabad, Telangana, India",Not disclosed,1 week ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-engineer-at-capgemini-4415347808?position=16&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=XB1hcpRe18sULyzzyfp%2BeA%3D%3D,2026-05-23 12:03
Data Engineer I,Bristol Myers Squibb,"Hyderabad, Telangana, India",Not disclosed,3 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-engineer-i-at-bristol-myers-squibb-4416684267?position=17&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=ZQ2OB45vzQnjpx0hRbrRMQ%3D%3D,2026-05-23 12:03
Data Analytics Developer,Jade Global,"Hyderabad, Telangana, India",Not disclosed,4 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-analytics-developer-at-jade-global-4416094862?position=18&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=msCBlZyRbd600GP%2Bd1iC9w%3D%3D,2026-05-23 12:03
Data Engineer & BI,Regal Rexnord,"Hyderabad, Telangana, India",Not disclosed,1 week ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-engineer-bi-at-regal-rexnord-4414155086?position=19&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=JxcucCF5vPIf7J6Glybt7Q%3D%3D,2026-05-23 12:03
"Software Engineer, Data Engineer II",DoorDash,"Hyderabad, Telangana, India",Not disclosed,5 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/software-engineer-data-engineer-ii-at-doordash-4123642935?position=20&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=YYBaQNKtZFR8t7%2F4H%2F77HA%3D%3D,2026-05-23 12:03
"Business Intelligence Engineer, Last Mile Analytics",Amazon,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-engineer-last-mile-analytics-at-amazon-4410037283?position=21&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=FHX%2BBMQElepVv8gEy3p5bw%3D%3D,2026-05-23 12:03
Data Engineer – Databricks,Zorba AI,"Hyderabad, Telangana, India",Not disclosed,4 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-engineer-%E2%80%93-databricks-at-zorba-ai-4415618220?position=22&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=Q0X%2BgBbuSPGA9RY1LPTCvg%3D%3D,2026-05-23 12:03
Snowflake Data Engineer,Anblicks,"Hyderabad, Telangana, India",Not disclosed,5 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/snowflake-data-engineer-at-anblicks-4412205938?position=25&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=dr7D7NmsDiHEGFLKTilpxw%3D%3D,2026-05-23 12:03
"Data Engineer, ShipTech Analytics",Amazon,"Hyderabad, Telangana, India",Not disclosed,6 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-engineer-shiptech-analytics-at-amazon-4415884638?position=28&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=sDPiqmuaIa7%2B0Cf0cFKcQA%3D%3D,2026-05-23 12:03
Senior Analytics Engineer,Deliveroo,Greater Hyderabad Area,Not disclosed,1 week ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/senior-analytics-engineer-at-deliveroo-4320692555?position=29&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=157NYemuBF2aICkA0MwfUQ%3D%3D,2026-05-23 12:03
Analyst,MNC Group,"Hyderabad, Telangana, India",Not disclosed,4 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/analyst-at-mnc-group-4416233182?position=32&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=RGvDMHqPAFZwqvKRUVRwYw%3D%3D,2026-05-23 12:03
Data Analyst,Keka HR,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-analyst-at-keka-hr-4409698607?position=35&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=XJdZJSnpqwQWWI6t5pYjjA%3D%3D,2026-05-23 12:03
Associate Vice President - Senior Lead Data Engineer [T500-26100],Deutsche Börse Group,"Hyderabad, Telangana, India",Not disclosed,1 day ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/associate-vice-president-senior-lead-data-engineer-t500-26100-at-deutsche-b%C3%B6rse-group-4417491273?position=38&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=FUlGEGLZkCXxBkdZlAwlRw%3D%3D,2026-05-23 12:03
Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana, India",Not disclosed,4 days ago,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-engineer-at-tata-consultancy-services-4416087142?position=39&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=9f7eisKeZ0dvR3QrYoH44A%3D%3D,2026-05-23 12:03
Data Analyst,BeWorld,"Hyderabad, Telangana, India",Not disclosed,,analytics engineer Hyderabad,https://in.linkedin.com/jobs/view/data-analyst-at-beworld-4417106776?position=40&pageNum=0&refId=cP%2F%2FLFNUt6ocL%2FqQ4hPb0w%3D%3D&trackingId=3auOw1VtM3%2FXwasFgAdaHg%3D%3D,2026-05-23 12:03
BI Developer,Experian,"Hyderabad, Telangana, India",Not disclosed,1 week ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/bi-developer-at-experian-4392907938?position=1&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=fppTqsnLnNpVqPlXqG%2BelQ%3D%3D,2026-05-23 12:04
Reporting Analyst - Power BI Development [T500-25841],Holman,"Hyderabad, Telangana, India",Not disclosed,1 week ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/reporting-analyst-power-bi-development-t500-25841-at-holman-4412773377?position=2&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=l0u9C6AfD%2FpeCtlu7vxgNg%3D%3D,2026-05-23 12:04
Business Intelligence Analyst,FedEx,Greater Hyderabad Area,Not disclosed,4 days ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-fedex-4416289084?position=3&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=MJIkISgu%2FZnCwknrrsgaWw%3D%3D,2026-05-23 12:04
Business Intelligence Analyst-Senior,FedEx,Greater Hyderabad Area,Not disclosed,2 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-analyst-senior-at-fedex-4409923294?position=4&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=gz1JHSFjOIIYT8mqatLWrA%3D%3D,2026-05-23 12:04
Associate BI Developer,MetLife,"Hyderabad, Telangana, India",Not disclosed,1 week ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/associate-bi-developer-at-metlife-4414460320?position=5&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=U49vflrcXr7C0KCDLhrJrg%3D%3D,2026-05-23 12:04
Business Intelligence Developer,Quest Global,"Hyderabad, Telangana, India",Not disclosed,1 week ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-developer-at-quest-global-4414599098?position=6&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=2rqvfOvERlkrnMlFYwloXQ%3D%3D,2026-05-23 12:04
Business Intelligence Analyst,Enovis,Greater Hyderabad Area,Not disclosed,2 days ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-enovis-4417403245?position=7&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=5tB%2BJKF7u9o0tLWhfyG7rQ%3D%3D,2026-05-23 12:04
"Senior Data & BI Analyst (MS Power BI, Snowflake)",Franklin Templeton India,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/senior-data-bi-analyst-ms-power-bi-snowflake-at-franklin-templeton-india-4409376694?position=9&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=9KHYP7tEnz5MfDaDqwW9ew%3D%3D,2026-05-23 12:04
Business Intelligence (BI) Support Analyst,Comstor Europe,Greater Hyderabad Area,Not disclosed,3 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-bi-support-analyst-at-comstor-europe-4405590085?position=10&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=4llAH%2FDJkDh%2FvzYFSplLMg%3D%3D,2026-05-23 12:04
Senior BI Analyst [T500-25512],Visy,"Hyderabad, Telangana, India",Not disclosed,3 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/senior-bi-analyst-t500-25512-at-visy-4407416632?position=13&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=BMY40qbQUe2i3eYRJkmi3A%3D%3D,2026-05-23 12:04
Business Intelligence Developer,Concentrix,"Hyderabad, Telangana, India",Not disclosed,1 week ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-intelligence-developer-at-concentrix-4410388451?position=14&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=kiK0GBFDiyuxBPGyKCLZlw%3D%3D,2026-05-23 12:04
"Business Analyst II, Selling Partner Trust Analytics",Amazon,"Hyderabad, Telangana, India",Not disclosed,,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-analyst-ii-selling-partner-trust-analytics-at-amazon-4409191177?position=16&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=rpTTFK5p%2B5ap2oC4%2F%2BlXkw%3D%3D,2026-05-23 12:04
Business Data Analyst,Candescent,Greater Hyderabad Area,Not disclosed,1 week ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-data-analyst-at-candescent-4411185195?position=18&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=iMBM5Yv4kkUZb4N2O6ZTSA%3D%3D,2026-05-23 12:04
Senior BI Analyst (Tableau and Snowflake),Blend,"Hyderabad, Telangana, India",Not disclosed,,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/senior-bi-analyst-tableau-and-snowflake-at-blend-4417071749?position=23&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=3%2F3nM9DUbjQqmSTcwKtUgw%3D%3D,2026-05-23 12:04
Power BI Developer (Freelancer),Deccan AI Experts,"Hyderabad, Telangana, India",Not disclosed,3 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/power-bi-developer-freelancer-at-deccan-ai-experts-4407195701?position=26&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=z3CBqMu9Q6pIrfuLAY4oUQ%3D%3D,2026-05-23 12:04
"Business Data Analyst (Bangkok Based, relocation provided)",Agoda,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-data-analyst-bangkok-based-relocation-provided-at-agoda-4410540946?position=27&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=UpHpDipm1E9PH19pJH%2FmhA%3D%3D,2026-05-23 12:04
Advanced Analytics Analyst(Power BI & Power Platform),Medtronic,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/advanced-analytics-analyst-power-bi-power-platform-at-medtronic-4408790865?position=29&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=OAjbFHOdbMZyFeRku%2BGkPQ%3D%3D,2026-05-23 12:04
Power BI Developer - Fabric,Alliance One,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/power-bi-developer-fabric-at-alliance-one-4411023237?position=31&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=%2Fovfco7EfCnzC8ylPhdg5Q%3D%3D,2026-05-23 12:04
SAP BI Support Analyst - BW & BusinessObjects (WebI),Westcon-Comstor,"Hyderabad, Telangana, India",Not disclosed,4 days ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/sap-bi-support-analyst-bw-businessobjects-webi-at-westcon-comstor-4416413889?position=32&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=oZst2uOYUEhSfi63odn6xA%3D%3D,2026-05-23 12:04
BUSINESS ANALYST L4,Wipro,"Hyderabad, Telangana, India",Not disclosed,2 weeks ago,BI analyst Hyderabad,https://in.linkedin.com/jobs/view/business-analyst-l4-at-wipro-4408678543?position=35&pageNum=0&refId=3xLL%2FQkb0pkat7tHQ4O%2ByQ%3D%3D&trackingId=2KxDAU%2FnfgLNBoVqmbJmXw%3D%3D,2026-05-23 12:04
